customer_id,segment_id,signup_date,region
2032,2,2023-03-04,West
2033,2,2024-04-01,West
2034,2,2025-03-31,South
2035,4,2024-07-20,South
2036,1,2024-11-27,North
2037,2,2023-05-26,West
2038,2,2023-01-28,East
2039,2,2023-12-14,West
2040,2,2023-05-09,South
2041,1,2025-05-08,South
2042,1,2025-07-02,South
2043,2,2025-04-17,North
2044,2,2023-07-01,South
2045,1,2023-08-17,Central
2046,2,2023-01-24,Central
2047,2,2022-06-07,East
2048,2,2024-10-24,East
2049,3,2022-06-16,North
2050,1,2024-08-17,Central
2051,1,2023-02-13,North
2052,3,2025-05-12,Central
2053,2,2022-07-13,East
2054,2,2022-08-23,South
2055,3,2023-12-19,Central
2056,3,2025-03-19,North
2057,4,2025-03-28,East
2058,2,2025-07-26,East
2059,2,2024-03-26,South
2060,2,2023-02-08,East
2061,1,2024-06-11,West
2062,2,2023-11-09,West
2063,1,2025-08-27,North
2064,4,2022-03-09,Central
2065,2,2022-03-29,North
2066,2,2022-08-05,South
2067,2,2022-01-01,South
2068,1,2025-03-04,North
2069,1,2025-10-06,North
2070,2,2022-05-20,Central
2071,1,2023-09-10,South
2072,2,2022-05-13,North
2073,3,2022-06-27,North
2074,3,2024-03-20,West
2075,2,2025-10-13,Central
2076,1,2023-01-15,South
2077,3,2024-06-26,North
2078,3,2023-10-20,South
2079,1,2023-03-26,North
2080,3,2023-08-09,North
2081,1,2023-04-08,East
2082,3,2024-09-16,South
2083,4,2025-02-05,East
2084,1,2022-05-02,South
2085,3,2022-01-17,Central
2086,2,2025-05-04,Central
2087,4,2022-11-23,East
2088,2,2022-11-14,South
2089,3,2024-03-19,South
2090,1,2025-06-29,East
2091,2,2023-05-18,West
2092,1,2022-04-29,East
2093,4,2023-12-11,Central
2094,3,2022-02-14,Central
2095,3,2022-11-10,South
2096,4,2025-04-17,East
2097,1,2023-02-22,North
2098,2,2023-07-10,South
2099,1,2025-01-06,East
2100,1,2022-11-22,South
2101,1,2025-10-12,Central
2102,2,2023-05-30,North
2103,1,2022-08-02,East
2104,1,2022-03-15,West
2105,1,2023-05-24,West
2106,1,2022-11-28,South
2107,4,2025-01-21,Central
2108,3,2023-11-19,East
2109,4,2023-10-19,East
2110,2,2025-07-16,North
2111,1,2025-10-31,East
2112,3,2024-10-24,Central
2113,2,2025-03-07,West
2114,1,2025-06-08,Central
2115,1,2023-08-23,East
2116,1,2024-12-11,North
2117,1,2022-11-21,North
2118,2,2024-09-18,South
2119,2,2023-12-18,West
2120,1,2023-12-24,Central
2121,1,2022-10-04,South
2122,3,2023-06-20,East
2123,1,2022-06-01,East
2124,2,2024-08-12,East
2125,3,2022-09-16,South
2126,1,2022-11-20,North
2127,1,2024-10-13,South
2128,2,2024-05-18,North
2129,2,2025-04-06,South
2130,2,2023-11-19,North
2131,3,2022-11-06,West
2132,1,2024-03-13,South
2133,2,2024-12-15,Central
2134,2,2023-09-12,South
2135,1,2023-04-18,South
2136,2,2025-08-12,South
2137,1,2023-04-06,North
2138,2,2025-09-09,Central
2139,1,2024-03-24,North
2140,2,2024-04-25,Central
2141,2,2025-03-10,Central
2142,3,2023-10-29,East
2143,1,2022-09-19,East
2144,2,2025-06-18,West
2145,2,2022-12-21,South
2146,3,2024-02-09,West
2147,2,2022-06-29,North
2148,2,2022-03-07,North
2149,3,2024-03-30,East
2150,3,2025-10-03,East
2151,2,2022-06-20,Central
2152,2,2023-04-19,North
2153,3,2023-06-18,Central
2154,4,2025-10-22,South
2155,3,2025-02-04,South
2156,2,2023-03-15,South
2157,1,2024-04-14,East
2158,2,2022-08-15,North
2159,3,2023-03-18,East
2160,2,2023-01-31,Central
2161,2,2023-12-29,East
2162,3,2022-03-25,East
2163,2,2024-11-02,Central
2164,3,2023-11-24,West
2165,2,2023-05-08,East
2166,2,2025-07-15,South
2167,2,2025-02-17,Central
2168,3,2024-08-27,East
2169,1,2022-12-19,South
2170,1,2024-12-16,South
2171,4,2022-02-09,Central
2172,1,2025-09-21,North
2173,2,2023-10-02,Central
2174,2,2022-06-22,North
2175,2,2022-09-16,Central
2176,2,2023-06-01,South
2177,1,2023-12-31,East
2178,2,2023-06-07,Central
2179,2,2024-04-18,East
2180,2,2022-04-27,East
2181,1,2022-07-03,North
2182,2,2025-02-13,North
2183,1,2022-06-11,South
2184,1,2023-06-27,West
2185,1,2025-06-14,North
2186,1,2024-04-18,North
2187,3,2024-12-25,East
2188,1,2024-12-29,West
2189,4,2023-03-23,West
2190,4,2023-02-20,North
2191,2,2023-06-16,North
2192,1,2023-03-17,Central
2193,2,2024-01-08,South
2194,3,2023-04-09,Central
2195,2,2023-01-31,Central
2196,1,2023-12-12,Central
2197,2,2023-01-30,North
2198,3,2022-11-22,Central
2199,3,2025-01-19,Central
2200,1,2024-01-20,West
2201,2,2024-12-29,South
2202,1,2025-04-04,South
2203,1,2023-10-04,North
2204,3,2022-08-02,East
2205,1,2025-09-20,East
2206,1,2023-01-04,South
2207,1,2022-02-18,East
2208,3,2024-12-11,South
2209,3,2025-08-05,West
2210,2,2025-06-16,Central
2211,3,2022-05-13,North
2212,1,2024-09-25,South
2213,2,2024-02-25,North
2214,2,2025-04-04,West
2215,1,2025-10-29,West
2216,2,2023-01-08,Central
2217,4,2023-04-24,South
2218,1,2024-04-11,Central
2219,1,2023-10-12,North
2220,1,2023-11-13,West
2221,1,2023-11-19,North
2222,3,2025-08-16,Central
2223,2,2022-03-23,East
2224,2,2022-03-28,West
2225,3,2022-08-13,Central
2226,1,2022-01-16,North
2227,2,2024-04-01,North
2228,2,2025-10-13,Central
2229,2,2022-06-12,South
2230,4,2023-05-29,North
2231,3,2022-12-16,East
2232,2,2023-11-12,West
2233,3,2025-10-30,North
2234,1,2025-01-20,South
2235,1,2022-06-30,North
2236,1,2024-01-13,East
2237,2,2025-08-17,Central
2238,2,2023-10-22,Central
2239,2,2025-04-27,West
2240,3,2025-08-30,North
2241,2,2023-05-08,Central
2242,2,2024-07-11,East
2243,1,2022-05-08,North
2244,1,2023-07-19,Central
2245,2,2025-04-25,Central
2246,2,2023-07-04,West
2247,3,2023-03-29,West
2248,1,2023-04-16,South
2249,1,2024-09-14,South
2250,2,2024-01-08,West
2251,1,2022-08-12,South
2252,1,2022-06-03,East
2253,3,2023-07-14,Central
2254,1,2022-12-17,Central
2255,2,2025-03-16,East
2256,1,2022-12-15,Central
2257,1,2022-07-01,Central
2258,2,2023-09-29,West
2259,3,2024-10-14,South
2260,2,2022-06-28,South
2261,3,2024-11-28,South
2262,1,2024-02-11,North
2263,3,2024-06-12,South
2264,1,2024-10-23,South
2265,2,2024-10-12,East
2266,2,2022-03-05,Central
2267,4,2022-01-29,North
2268,2,2023-01-07,West
2269,1,2022-04-07,West
2270,1,2025-05-11,North
2271,3,2024-09-19,Central
2272,2,2022-01-21,East
2273,3,2024-01-05,South
2274,1,2025-01-30,Central
2275,2,2024-12-05,South
2276,1,2022-03-07,West
2277,4,2023-08-26,North
2278,2,2025-04-02,Central
2279,4,2025-02-08,East
2280,1,2022-12-04,West
2281,2,2022-05-03,South
2282,2,2023-03-23,West
2283,2,2023-09-03,Central
2284,3,2025-08-07,East
2285,4,2023-11-02,West
2286,3,2023-09-07,East
2287,3,2024-06-15,Central
2288,1,2022-10-08,East
2289,1,2024-12-02,Central
2290,4,2023-08-19,Central
2291,1,2023-12-04,East
2292,2,2024-12-10,South
2293,2,2022-07-29,East
2294,2,2022-05-06,Central
2295,4,2023-05-07,South
2296,2,2024-08-17,East
2297,2,2024-08-27,Central
2298,1,2023-08-04,South
2299,2,2024-02-16,West
2300,1,2022-09-15,South
2301,2,2025-04-26,North
2302,3,2022-08-18,Central
2303,4,2022-07-08,North
2304,1,2022-01-10,South
2305,2,2025-02-11,Central
2306,4,2025-01-04,South
2307,1,2023-11-07,Central
2308,1,2023-05-17,Central
2309,1,2022-03-26,South
2310,2,2022-02-18,North
2311,1,2024-04-17,West
2312,4,2024-10-04,East
2313,2,2023-11-20,North
2314,2,2023-01-22,West
2315,1,2024-08-27,North
2316,2,2024-10-02,Central
2317,2,2022-08-06,North
2318,3,2024-10-01,North
2319,3,2025-10-01,North
2320,2,2025-06-07,Central
2321,3,2022-09-12,West
2322,3,2022-08-24,Central
2323,3,2024-11-15,South
2324,1,2025-07-08,South
2325,1,2022-09-28,South
2326,1,2022-05-03,East
2327,2,2023-10-18,East
2328,2,2025-07-04,West
2329,2,2022-09-16,South
2330,3,2024-08-05,Central
2331,3,2022-02-16,North
2332,3,2024-05-12,Central
2333,2,2023-06-09,North
2334,2,2024-06-06,East
2335,1,2022-07-27,South
2336,1,2025-08-27,East
2337,1,2024-01-17,East
2338,2,2022-05-29,East
2339,2,2023-03-14,East
2340,3,2022-06-04,West
2341,1,2025-01-18,West
2342,3,2022-12-24,Central
2343,2,2025-04-12,South
2344,1,2025-05-25,West
2345,2,2023-04-01,East
2346,1,2024-02-15,South
2347,2,2023-09-21,East
2348,2,2025-05-07,South
2349,1,2024-04-11,North
2350,1,2023-05-01,South
2351,2,2023-06-17,North
2352,3,2022-07-19,West
2353,2,2023-01-06,West
2354,3,2024-10-10,Central
2355,2,2024-05-02,West
2356,4,2022-09-05,North
2357,3,2024-02-27,Central
2358,2,2022-09-21,Central
2359,2,2024-12-17,East
2360,3,2025-08-18,East
2361,2,2022-01-31,Central
2362,2,2025-06-26,East
2363,1,2023-08-28,Central
2364,3,2025-07-18,North
2365,3,2023-05-17,South
2366,1,2025-01-12,East
2367,2,2025-10-20,East
2368,2,2024-06-04,Central
2369,1,2023-07-03,Central
2370,4,2025-09-27,South
2371,1,2024-04-18,North
2372,1,2025-01-21,Central
2373,2,2024-04-27,West
2374,3,2023-09-06,South
2375,1,2023-02-16,East
2376,2,2023-03-08,West
2377,2,2023-11-09,Central
2378,1,2022-06-08,East
2379,1,2022-01-14,South
2380,2,2023-01-08,Central
2381,1,2022-08-13,West
2382,4,2025-01-01,East
2383,3,2025-06-26,South
2384,4,2023-05-26,West
2385,1,2023-08-26,South
2386,4,2022-08-04,North
2387,2,2024-09-14,East
2388,2,2025-05-28,South
2389,1,2024-04-19,West
2390,1,2023-12-28,North
2391,2,2025-05-29,West
2392,2,2023-07-08,South
2393,1,2024-12-01,North
2394,2,2023-11-07,North
2395,1,2024-05-22,Central
2396,2,2022-10-10,Central
2397,2,2024-12-17,South
2398,3,2024-04-13,Central
2399,3,2023-06-21,West
2400,2,2025-01-01,Central
2401,2,2024-07-11,South
2402,2,2025-02-26,West
2403,3,2024-04-21,North
2404,2,2024-08-05,South
2405,1,2023-10-27,Central
2406,1,2025-02-22,East
2407,2,2022-03-08,South
2408,2,2022-01-06,North
2409,3,2023-09-29,West
2410,1,2022-11-10,West
2411,2,2025-09-11,South
2412,3,2023-07-19,Central
2413,3,2024-04-05,North
2414,2,2023-05-21,South
2415,2,2025-01-10,Central
2416,2,2024-10-22,South
2417,4,2022-07-23,South
2418,1,2023-10-24,East
2419,4,2024-03-15,Central
2420,2,2023-02-08,North
2421,2,2025-01-31,Central
2422,1,2023-06-20,Central
2423,2,2025-10-23,South
2424,2,2025-05-20,West
2425,1,2023-07-31,South
2426,2,2025-05-17,East
2427,4,2024-02-02,Central
2428,2,2022-04-27,Central
2429,2,2023-09-20,North
2430,1,2024-01-19,East
2431,2,2022-04-15,East
2432,1,2023-05-10,South
2433,2,2022-02-15,South
2434,4,2024-04-02,North
2435,2,2025-09-16,West
2436,1,2025-05-24,East
2437,2,2024-09-08,South
2438,2,2024-08-17,Central
2439,2,2024-04-24,Central
2440,3,2023-03-25,East
2441,3,2023-06-20,South
2442,2,2023-05-26,West
2443,2,2023-06-24,South
2444,1,2022-01-16,South
2445,1,2022-08-31,West
2446,2,2025-05-15,North
2447,2,2024-06-30,North
2448,2,2025-07-18,North
2449,2,2024-01-31,North
2450,1,2023-12-06,North
2451,2,2022-04-25,Central
2452,1,2025-08-15,South
2453,1,2023-02-01,North
2454,3,2023-01-29,South
2455,1,2025-01-03,Central
2456,2,2024-09-04,East
2457,1,2025-01-31,South
2458,3,2022-10-24,Central
2459,2,2024-09-28,South
2460,1,2022-06-27,South
2461,2,2025-05-23,South
2462,3,2024-08-24,South
2463,4,2022-11-11,South
2464,1,2024-11-28,West
2465,3,2022-09-16,South
2466,4,2022-01-07,East
2467,3,2022-02-18,North
2468,2,2022-06-10,South
2469,2,2022-06-25,East
2470,2,2024-10-22,Central
2471,3,2024-09-27,South
2472,2,2023-03-31,West
2473,2,2022-10-03,South
2474,2,2023-05-13,North
2475,3,2023-11-07,North
2476,3,2024-11-17,South
2477,1,2025-09-18,North
2478,3,2024-10-21,North
2479,2,2025-04-26,Central
2480,3,2022-02-25,North
2481,2,2023-07-01,East
2482,2,2025-02-09,South
2483,3,2025-08-26,East
2484,1,2022-02-05,East
2485,3,2023-03-15,South
2486,2,2023-08-18,South
2487,2,2025-09-10,West
2488,2,2022-11-03,Central
2489,2,2023-09-11,South
2490,2,2025-02-06,North
2491,1,2025-10-27,Central
2492,1,2022-12-23,South
2493,1,2022-06-30,East
2494,4,2025-10-11,South
2495,4,2022-03-09,North
2496,2,2022-10-19,East
2497,3,2023-11-23,East
2498,2,2022-06-30,South
2499,2,2023-03-10,East
2500,3,2024-07-02,Central
