search_id,search_date,search_term,search_frequency
6342,2024-09-26,phone charger,28
6343,2024-09-26,protein snacks,47
6344,2024-09-26,paper towels,75
6345,2024-09-26,sparkling water,16
6346,2024-09-26,usb c cable,29
6347,2024-09-26,coffee,13
6348,2024-09-26,sunscreen,24
6349,2024-09-26,instant noodles,73
6350,2024-09-26,laundry detergent,66
6351,2024-09-27,energy drinks,59
6352,2024-09-27,phone charger,26
6353,2024-09-27,protein snacks,25
6354,2024-09-27,paper towels,12
6355,2024-09-27,sparkling water,54
6356,2024-09-27,usb c cable,53
6357,2024-09-27,coffee,71
6358,2024-09-27,sunscreen,18
6359,2024-09-27,instant noodles,69
6360,2024-09-27,laundry detergent,66
6361,2024-09-28,energy drinks,70
6362,2024-09-28,phone charger,73
6363,2024-09-28,protein snacks,26
6364,2024-09-28,paper towels,67
6365,2024-09-28,sparkling water,56
6366,2024-09-28,usb c cable,61
6367,2024-09-28,coffee,27
6368,2024-09-28,sunscreen,46
6369,2024-09-28,instant noodles,79
6370,2024-09-28,laundry detergent,26
6371,2024-09-29,energy drinks,12
6372,2024-09-29,phone charger,42
6373,2024-09-29,protein snacks,16
6374,2024-09-29,paper towels,11
6375,2024-09-29,sparkling water,43
6376,2024-09-29,usb c cable,13
6377,2024-09-29,coffee,58
6378,2024-09-29,sunscreen,26
6379,2024-09-29,instant noodles,21
6380,2024-09-29,laundry detergent,53
6381,2024-09-30,energy drinks,58
6382,2024-09-30,phone charger,78
6383,2024-09-30,protein snacks,26
6384,2024-09-30,paper towels,47
6385,2024-09-30,sparkling water,65
6386,2024-09-30,usb c cable,70
6387,2024-09-30,coffee,41
6388,2024-09-30,sunscreen,65
6389,2024-09-30,instant noodles,32
6390,2024-09-30,laundry detergent,75
6391,2024-10-01,energy drinks,76
6392,2024-10-01,phone charger,14
6393,2024-10-01,protein snacks,32
6394,2024-10-01,paper towels,60
6395,2024-10-01,sparkling water,34
6396,2024-10-01,usb c cable,33
6397,2024-10-01,coffee,39
6398,2024-10-01,sunscreen,60
6399,2024-10-01,instant noodles,39
6400,2024-10-01,laundry detergent,55
6401,2024-10-02,energy drinks,66
6402,2024-10-02,phone charger,38
6403,2024-10-02,protein snacks,71
6404,2024-10-02,paper towels,38
6405,2024-10-02,sparkling water,46
6406,2024-10-02,usb c cable,49
6407,2024-10-02,coffee,64
6408,2024-10-02,sunscreen,35
6409,2024-10-02,instant noodles,36
6410,2024-10-02,laundry detergent,60
6411,2024-10-03,energy drinks,31
6412,2024-10-03,phone charger,74
6413,2024-10-03,protein snacks,47
6414,2024-10-03,paper towels,10
6415,2024-10-03,sparkling water,24
6416,2024-10-03,usb c cable,20
6417,2024-10-03,coffee,65
6418,2024-10-03,sunscreen,47
6419,2024-10-03,instant noodles,63
6420,2024-10-03,laundry detergent,32
6421,2024-10-04,energy drinks,46
6422,2024-10-04,phone charger,60
6423,2024-10-04,protein snacks,70
6424,2024-10-04,paper towels,31
6425,2024-10-04,sparkling water,75
6426,2024-10-04,usb c cable,64
6427,2024-10-04,coffee,76
6428,2024-10-04,sunscreen,35
6429,2024-10-04,instant noodles,47
6430,2024-10-04,laundry detergent,59
6431,2024-10-05,energy drinks,32
6432,2024-10-05,phone charger,62
6433,2024-10-05,protein snacks,48
6434,2024-10-05,paper towels,32
6435,2024-10-05,sparkling water,75
6436,2024-10-05,usb c cable,37
6437,2024-10-05,coffee,69
6438,2024-10-05,sunscreen,76
6439,2024-10-05,instant noodles,19
6440,2024-10-05,laundry detergent,43
6441,2024-10-06,energy drinks,10
6442,2024-10-06,phone charger,46
6443,2024-10-06,protein snacks,77
6444,2024-10-06,paper towels,76
6445,2024-10-06,sparkling water,67
6446,2024-10-06,usb c cable,25
6447,2024-10-06,coffee,73
6448,2024-10-06,sunscreen,37
6449,2024-10-06,instant noodles,79
6450,2024-10-06,laundry detergent,37
6451,2024-10-07,energy drinks,27
6452,2024-10-07,phone charger,52
6453,2024-10-07,protein snacks,23
6454,2024-10-07,paper towels,31
6455,2024-10-07,sparkling water,23
6456,2024-10-07,usb c cable,28
6457,2024-10-07,coffee,28
6458,2024-10-07,sunscreen,48
6459,2024-10-07,instant noodles,42
6460,2024-10-07,laundry detergent,47
6461,2024-10-08,energy drinks,41
6462,2024-10-08,phone charger,23
6463,2024-10-08,protein snacks,32
6464,2024-10-08,paper towels,35
6465,2024-10-08,sparkling water,59
6466,2024-10-08,usb c cable,78
6467,2024-10-08,coffee,64
6468,2024-10-08,sunscreen,76
6469,2024-10-08,instant noodles,29
6470,2024-10-08,laundry detergent,65
6471,2024-10-09,energy drinks,24
6472,2024-10-09,phone charger,68
6473,2024-10-09,protein snacks,66
6474,2024-10-09,paper towels,40
6475,2024-10-09,sparkling water,78
6476,2024-10-09,usb c cable,23
6477,2024-10-09,coffee,31
6478,2024-10-09,sunscreen,56
6479,2024-10-09,instant noodles,51
6480,2024-10-09,laundry detergent,70
6481,2024-10-10,energy drinks,14
6482,2024-10-10,phone charger,33
6483,2024-10-10,protein snacks,23
6484,2024-10-10,paper towels,57
6485,2024-10-10,sparkling water,24
6486,2024-10-10,usb c cable,37
6487,2024-10-10,coffee,42
6488,2024-10-10,sunscreen,56
6489,2024-10-10,instant noodles,60
6490,2024-10-10,laundry detergent,65
6491,2024-10-11,energy drinks,75
6492,2024-10-11,phone charger,63
6493,2024-10-11,protein snacks,10
6494,2024-10-11,paper towels,22
6495,2024-10-11,sparkling water,64
6496,2024-10-11,usb c cable,53
6497,2024-10-11,coffee,63
6498,2024-10-11,sunscreen,76
6499,2024-10-11,instant noodles,58
6500,2024-10-11,laundry detergent,79
6501,2024-10-12,energy drinks,18
6502,2024-10-12,phone charger,52
6503,2024-10-12,protein snacks,74
6504,2024-10-12,paper towels,73
6505,2024-10-12,sparkling water,48
6506,2024-10-12,usb c cable,46
6507,2024-10-12,coffee,35
6508,2024-10-12,sunscreen,43
6509,2024-10-12,instant noodles,45
6510,2024-10-12,laundry detergent,55
6511,2024-10-13,energy drinks,73
6512,2024-10-13,phone charger,35
6513,2024-10-13,protein snacks,19
6514,2024-10-13,paper towels,40
6515,2024-10-13,sparkling water,67
6516,2024-10-13,usb c cable,37
6517,2024-10-13,coffee,44
6518,2024-10-13,sunscreen,66
6519,2024-10-13,instant noodles,29
6520,2024-10-13,laundry detergent,45
6521,2024-10-14,energy drinks,72
6522,2024-10-14,phone charger,79
6523,2024-10-14,protein snacks,53
6524,2024-10-14,paper towels,22
6525,2024-10-14,sparkling water,42
6526,2024-10-14,usb c cable,59
6527,2024-10-14,coffee,54
6528,2024-10-14,sunscreen,64
6529,2024-10-14,instant noodles,59
6530,2024-10-14,laundry detergent,61
6531,2024-10-15,energy drinks,56
6532,2024-10-15,phone charger,52
6533,2024-10-15,protein snacks,19
6534,2024-10-15,paper towels,57
6535,2024-10-15,sparkling water,77
6536,2024-10-15,usb c cable,64
6537,2024-10-15,coffee,51
6538,2024-10-15,sunscreen,40
6539,2024-10-15,instant noodles,39
6540,2024-10-15,laundry detergent,79
6541,2024-10-16,energy drinks,16
6542,2024-10-16,phone charger,41
6543,2024-10-16,protein snacks,51
6544,2024-10-16,paper towels,35
6545,2024-10-16,sparkling water,21
6546,2024-10-16,usb c cable,23
6547,2024-10-16,coffee,50
6548,2024-10-16,sunscreen,52
6549,2024-10-16,instant noodles,39
6550,2024-10-16,laundry detergent,18
6551,2024-10-17,energy drinks,29
6552,2024-10-17,phone charger,77
6553,2024-10-17,protein snacks,34
6554,2024-10-17,paper towels,12
6555,2024-10-17,sparkling water,46
6556,2024-10-17,usb c cable,37
6557,2024-10-17,coffee,69
6558,2024-10-17,sunscreen,69
6559,2024-10-17,instant noodles,29
6560,2024-10-17,laundry detergent,78
6561,2024-10-18,energy drinks,17
6562,2024-10-18,phone charger,41
6563,2024-10-18,protein snacks,33
6564,2024-10-18,paper towels,34
6565,2024-10-18,sparkling water,29
6566,2024-10-18,usb c cable,62
6567,2024-10-18,coffee,30
6568,2024-10-18,sunscreen,38
6569,2024-10-18,instant noodles,71
6570,2024-10-18,laundry detergent,43
6571,2024-10-19,energy drinks,56
6572,2024-10-19,phone charger,51
6573,2024-10-19,protein snacks,18
6574,2024-10-19,paper towels,45
6575,2024-10-19,sparkling water,16
6576,2024-10-19,usb c cable,76
6577,2024-10-19,coffee,43
6578,2024-10-19,sunscreen,65
6579,2024-10-19,instant noodles,46
6580,2024-10-19,laundry detergent,79
6581,2024-10-20,energy drinks,64
6582,2024-10-20,phone charger,45
6583,2024-10-20,protein snacks,19
6584,2024-10-20,paper towels,50
6585,2024-10-20,sparkling water,60
6586,2024-10-20,usb c cable,14
6587,2024-10-20,coffee,46
6588,2024-10-20,sunscreen,66
6589,2024-10-20,instant noodles,38
6590,2024-10-20,laundry detergent,65
6591,2024-10-21,energy drinks,40
6592,2024-10-21,phone charger,61
6593,2024-10-21,protein snacks,22
6594,2024-10-21,paper towels,38
6595,2024-10-21,sparkling water,67
6596,2024-10-21,usb c cable,37
6597,2024-10-21,coffee,40
6598,2024-10-21,sunscreen,56
6599,2024-10-21,instant noodles,74
6600,2024-10-21,laundry detergent,69
6601,2024-10-22,energy drinks,39
6602,2024-10-22,phone charger,77
6603,2024-10-22,protein snacks,63
6604,2024-10-22,paper towels,73
6605,2024-10-22,sparkling water,21
6606,2024-10-22,usb c cable,21
6607,2024-10-22,coffee,65
6608,2024-10-22,sunscreen,28
6609,2024-10-22,instant noodles,45
6610,2024-10-22,laundry detergent,23
6611,2024-10-23,energy drinks,13
6612,2024-10-23,phone charger,14
6613,2024-10-23,protein snacks,51
6614,2024-10-23,paper towels,69
6615,2024-10-23,sparkling water,46
6616,2024-10-23,usb c cable,40
6617,2024-10-23,coffee,66
6618,2024-10-23,sunscreen,61
6619,2024-10-23,instant noodles,52
6620,2024-10-23,laundry detergent,64
6621,2024-10-24,energy drinks,18
6622,2024-10-24,phone charger,61
6623,2024-10-24,protein snacks,62
6624,2024-10-24,paper towels,42
6625,2024-10-24,sparkling water,11
6626,2024-10-24,usb c cable,32
6627,2024-10-24,coffee,25
6628,2024-10-24,sunscreen,57
6629,2024-10-24,instant noodles,13
6630,2024-10-24,laundry detergent,34
6631,2024-10-25,energy drinks,77
6632,2024-10-25,phone charger,76
6633,2024-10-25,protein snacks,48
6634,2024-10-25,paper towels,31
6635,2024-10-25,sparkling water,69
6636,2024-10-25,usb c cable,45
6637,2024-10-25,coffee,58
6638,2024-10-25,sunscreen,42
6639,2024-10-25,instant noodles,28
6640,2024-10-25,laundry detergent,15
6641,2024-10-26,energy drinks,37
6642,2024-10-26,phone charger,74
6643,2024-10-26,protein snacks,23
6644,2024-10-26,paper towels,21
6645,2024-10-26,sparkling water,68
6646,2024-10-26,usb c cable,17
6647,2024-10-26,coffee,19
6648,2024-10-26,sunscreen,79
6649,2024-10-26,instant noodles,57
6650,2024-10-26,laundry detergent,63
6651,2024-10-27,energy drinks,59
6652,2024-10-27,phone charger,56
6653,2024-10-27,protein snacks,38
6654,2024-10-27,paper towels,18
6655,2024-10-27,sparkling water,75
6656,2024-10-27,usb c cable,78
6657,2024-10-27,coffee,63
6658,2024-10-27,sunscreen,25
6659,2024-10-27,instant noodles,17
6660,2024-10-27,laundry detergent,31
6661,2024-10-28,energy drinks,24
6662,2024-10-28,phone charger,37
6663,2024-10-28,protein snacks,38
6664,2024-10-28,paper towels,41
6665,2024-10-28,sparkling water,25
6666,2024-10-28,usb c cable,42
6667,2024-10-28,coffee,45
6668,2024-10-28,sunscreen,48
6669,2024-10-28,instant noodles,59
6670,2024-10-28,laundry detergent,77
6671,2024-10-29,energy drinks,23
6672,2024-10-29,phone charger,48
6673,2024-10-29,protein snacks,29
6674,2024-10-29,paper towels,59
6675,2024-10-29,sparkling water,48
6676,2024-10-29,usb c cable,17
6677,2024-10-29,coffee,39
6678,2024-10-29,sunscreen,29
6679,2024-10-29,instant noodles,37
6680,2024-10-29,laundry detergent,79
6681,2024-10-30,energy drinks,63
6682,2024-10-30,phone charger,29
6683,2024-10-30,protein snacks,32
6684,2024-10-30,paper towels,48
6685,2024-10-30,sparkling water,43
6686,2024-10-30,usb c cable,31
6687,2024-10-30,coffee,66
6688,2024-10-30,sunscreen,56
6689,2024-10-30,instant noodles,27
6690,2024-10-30,laundry detergent,17
6691,2024-10-31,energy drinks,70
6692,2024-10-31,phone charger,39
6693,2024-10-31,protein snacks,58
6694,2024-10-31,paper towels,72
6695,2024-10-31,sparkling water,58
6696,2024-10-31,usb c cable,52
6697,2024-10-31,coffee,26
6698,2024-10-31,sunscreen,52
6699,2024-10-31,instant noodles,64
6700,2024-10-31,laundry detergent,71
6701,2024-11-01,energy drinks,31
6702,2024-11-01,phone charger,26
6703,2024-11-01,protein snacks,77
6704,2024-11-01,paper towels,29
6705,2024-11-01,sparkling water,38
6706,2024-11-01,usb c cable,55
6707,2024-11-01,coffee,23
6708,2024-11-01,sunscreen,40
6709,2024-11-01,instant noodles,40
6710,2024-11-01,laundry detergent,12
6711,2024-11-02,energy drinks,31
6712,2024-11-02,phone charger,62
6713,2024-11-02,protein snacks,63
6714,2024-11-02,paper towels,36
6715,2024-11-02,sparkling water,41
6716,2024-11-02,usb c cable,40
6717,2024-11-02,coffee,48
6718,2024-11-02,sunscreen,71
6719,2024-11-02,instant noodles,66
6720,2024-11-02,laundry detergent,76
6721,2024-11-03,energy drinks,71
6722,2024-11-03,phone charger,42
6723,2024-11-03,protein snacks,69
6724,2024-11-03,paper towels,39
6725,2024-11-03,sparkling water,22
6726,2024-11-03,usb c cable,29
6727,2024-11-03,coffee,17
6728,2024-11-03,sunscreen,30
6729,2024-11-03,instant noodles,22
6730,2024-11-03,laundry detergent,39
6731,2024-11-04,energy drinks,58
6732,2024-11-04,phone charger,67
6733,2024-11-04,protein snacks,55
6734,2024-11-04,paper towels,11
6735,2024-11-04,sparkling water,28
6736,2024-11-04,usb c cable,36
6737,2024-11-04,coffee,16
6738,2024-11-04,sunscreen,59
6739,2024-11-04,instant noodles,62
6740,2024-11-04,laundry detergent,50
6741,2024-11-05,energy drinks,21
6742,2024-11-05,phone charger,26
6743,2024-11-05,protein snacks,65
6744,2024-11-05,paper towels,30
6745,2024-11-05,sparkling water,23
6746,2024-11-05,usb c cable,31
6747,2024-11-05,coffee,18
6748,2024-11-05,sunscreen,15
6749,2024-11-05,instant noodles,38
6750,2024-11-05,laundry detergent,53
6751,2024-11-06,energy drinks,25
6752,2024-11-06,phone charger,53
6753,2024-11-06,protein snacks,38
6754,2024-11-06,paper towels,30
6755,2024-11-06,sparkling water,75
6756,2024-11-06,usb c cable,45
6757,2024-11-06,coffee,12
6758,2024-11-06,sunscreen,66
6759,2024-11-06,instant noodles,58
6760,2024-11-06,laundry detergent,50
6761,2024-11-07,energy drinks,59
6762,2024-11-07,phone charger,23
6763,2024-11-07,protein snacks,32
6764,2024-11-07,paper towels,75
6765,2024-11-07,sparkling water,49
6766,2024-11-07,usb c cable,30
6767,2024-11-07,coffee,52
6768,2024-11-07,sunscreen,55
6769,2024-11-07,instant noodles,57
6770,2024-11-07,laundry detergent,78
6771,2024-11-08,energy drinks,39
6772,2024-11-08,phone charger,49
6773,2024-11-08,protein snacks,51
6774,2024-11-08,paper towels,33
6775,2024-11-08,sparkling water,68
6776,2024-11-08,usb c cable,74
6777,2024-11-08,coffee,63
6778,2024-11-08,sunscreen,68
6779,2024-11-08,instant noodles,69
6780,2024-11-08,laundry detergent,47
6781,2024-11-09,energy drinks,11
6782,2024-11-09,phone charger,74
6783,2024-11-09,protein snacks,17
6784,2024-11-09,paper towels,20
6785,2024-11-09,sparkling water,51
6786,2024-11-09,usb c cable,64
6787,2024-11-09,coffee,50
6788,2024-11-09,sunscreen,12
6789,2024-11-09,instant noodles,20
6790,2024-11-09,laundry detergent,69
6791,2024-11-10,energy drinks,19
6792,2024-11-10,phone charger,21
6793,2024-11-10,protein snacks,77
6794,2024-11-10,paper towels,10
6795,2024-11-10,sparkling water,49
6796,2024-11-10,usb c cable,48
6797,2024-11-10,coffee,25
6798,2024-11-10,sunscreen,34
6799,2024-11-10,instant noodles,37
6800,2024-11-10,laundry detergent,52
6801,2024-11-11,energy drinks,16
6802,2024-11-11,phone charger,38
6803,2024-11-11,protein snacks,72
6804,2024-11-11,paper towels,20
6805,2024-11-11,sparkling water,10
6806,2024-11-11,usb c cable,37
6807,2024-11-11,coffee,55
6808,2024-11-11,sunscreen,12
6809,2024-11-11,instant noodles,23
6810,2024-11-11,laundry detergent,48
6811,2024-11-12,energy drinks,34
6812,2024-11-12,phone charger,44
6813,2024-11-12,protein snacks,39
6814,2024-11-12,paper towels,49
6815,2024-11-12,sparkling water,20
6816,2024-11-12,usb c cable,75
6817,2024-11-12,coffee,48
6818,2024-11-12,sunscreen,37
6819,2024-11-12,instant noodles,73
6820,2024-11-12,laundry detergent,12
6821,2024-11-13,energy drinks,15
6822,2024-11-13,phone charger,45
6823,2024-11-13,protein snacks,12
6824,2024-11-13,paper towels,29
6825,2024-11-13,sparkling water,79
6826,2024-11-13,usb c cable,66
6827,2024-11-13,coffee,61
6828,2024-11-13,sunscreen,18
6829,2024-11-13,instant noodles,77
6830,2024-11-13,laundry detergent,79
6831,2024-11-14,energy drinks,59
6832,2024-11-14,phone charger,15
6833,2024-11-14,protein snacks,52
6834,2024-11-14,paper towels,65
6835,2024-11-14,sparkling water,26
6836,2024-11-14,usb c cable,41
6837,2024-11-14,coffee,20
6838,2024-11-14,sunscreen,35
6839,2024-11-14,instant noodles,27
6840,2024-11-14,laundry detergent,39
6841,2024-11-15,energy drinks,73
6842,2024-11-15,phone charger,41
6843,2024-11-15,protein snacks,66
6844,2024-11-15,paper towels,71
6845,2024-11-15,sparkling water,16
6846,2024-11-15,usb c cable,14
6847,2024-11-15,coffee,79
6848,2024-11-15,sunscreen,23
6849,2024-11-15,instant noodles,55
6850,2024-11-15,laundry detergent,21
6851,2024-11-16,energy drinks,59
6852,2024-11-16,phone charger,50
6853,2024-11-16,protein snacks,17
6854,2024-11-16,paper towels,12
6855,2024-11-16,sparkling water,61
6856,2024-11-16,usb c cable,20
6857,2024-11-16,coffee,57
6858,2024-11-16,sunscreen,21
6859,2024-11-16,instant noodles,60
6860,2024-11-16,laundry detergent,13
6861,2024-11-17,energy drinks,26
6862,2024-11-17,phone charger,38
6863,2024-11-17,protein snacks,32
6864,2024-11-17,paper towels,71
6865,2024-11-17,sparkling water,21
6866,2024-11-17,usb c cable,57
6867,2024-11-17,coffee,42
6868,2024-11-17,sunscreen,22
6869,2024-11-17,instant noodles,47
6870,2024-11-17,laundry detergent,59
6871,2024-11-18,energy drinks,21
6872,2024-11-18,phone charger,35
6873,2024-11-18,protein snacks,74
6874,2024-11-18,paper towels,12
6875,2024-11-18,sparkling water,17
6876,2024-11-18,usb c cable,39
6877,2024-11-18,coffee,52
6878,2024-11-18,sunscreen,23
6879,2024-11-18,instant noodles,26
6880,2024-11-18,laundry detergent,49
6881,2024-11-19,energy drinks,75
6882,2024-11-19,phone charger,17
6883,2024-11-19,protein snacks,15
6884,2024-11-19,paper towels,27
6885,2024-11-19,sparkling water,75
6886,2024-11-19,usb c cable,11
6887,2024-11-19,coffee,69
6888,2024-11-19,sunscreen,12
6889,2024-11-19,instant noodles,16
6890,2024-11-19,laundry detergent,56
6891,2024-11-20,energy drinks,39
6892,2024-11-20,phone charger,44
6893,2024-11-20,protein snacks,68
6894,2024-11-20,paper towels,71
6895,2024-11-20,sparkling water,56
6896,2024-11-20,usb c cable,26
6897,2024-11-20,coffee,62
6898,2024-11-20,sunscreen,42
6899,2024-11-20,instant noodles,72
6900,2024-11-20,laundry detergent,51
6901,2024-11-21,energy drinks,57
6902,2024-11-21,phone charger,71
6903,2024-11-21,protein snacks,16
6904,2024-11-21,paper towels,64
6905,2024-11-21,sparkling water,47
6906,2024-11-21,usb c cable,78
6907,2024-11-21,coffee,48
6908,2024-11-21,sunscreen,38
6909,2024-11-21,instant noodles,38
6910,2024-11-21,laundry detergent,64
6911,2024-11-22,energy drinks,69
6912,2024-11-22,phone charger,75
6913,2024-11-22,protein snacks,13
6914,2024-11-22,paper towels,29
6915,2024-11-22,sparkling water,60
6916,2024-11-22,usb c cable,79
6917,2024-11-22,coffee,64
6918,2024-11-22,sunscreen,55
6919,2024-11-22,instant noodles,56
6920,2024-11-22,laundry detergent,79
6921,2024-11-23,energy drinks,23
6922,2024-11-23,phone charger,14
6923,2024-11-23,protein snacks,41
6924,2024-11-23,paper towels,51
6925,2024-11-23,sparkling water,49
6926,2024-11-23,usb c cable,29
6927,2024-11-23,coffee,54
6928,2024-11-23,sunscreen,21
6929,2024-11-23,instant noodles,50
6930,2024-11-23,laundry detergent,19
6931,2024-11-24,energy drinks,11
6932,2024-11-24,phone charger,65
6933,2024-11-24,protein snacks,25
6934,2024-11-24,paper towels,54
6935,2024-11-24,sparkling water,56
6936,2024-11-24,usb c cable,50
6937,2024-11-24,coffee,53
6938,2024-11-24,sunscreen,67
6939,2024-11-24,instant noodles,64
6940,2024-11-24,laundry detergent,34
6941,2024-11-25,energy drinks,21
6942,2024-11-25,phone charger,27
6943,2024-11-25,protein snacks,74
6944,2024-11-25,paper towels,63
6945,2024-11-25,sparkling water,73
6946,2024-11-25,usb c cable,72
6947,2024-11-25,coffee,24
6948,2024-11-25,sunscreen,78
6949,2024-11-25,instant noodles,15
6950,2024-11-25,laundry detergent,38
6951,2024-11-26,energy drinks,35
6952,2024-11-26,phone charger,10
6953,2024-11-26,protein snacks,38
6954,2024-11-26,paper towels,24
6955,2024-11-26,sparkling water,55
6956,2024-11-26,usb c cable,73
6957,2024-11-26,coffee,46
6958,2024-11-26,sunscreen,64
6959,2024-11-26,instant noodles,65
6960,2024-11-26,laundry detergent,26
6961,2024-11-27,energy drinks,66
6962,2024-11-27,phone charger,31
6963,2024-11-27,protein snacks,16
6964,2024-11-27,paper towels,12
6965,2024-11-27,sparkling water,63
6966,2024-11-27,usb c cable,65
6967,2024-11-27,coffee,73
6968,2024-11-27,sunscreen,18
6969,2024-11-27,instant noodles,59
6970,2024-11-27,laundry detergent,66
6971,2024-11-28,energy drinks,17
6972,2024-11-28,phone charger,62
6973,2024-11-28,protein snacks,44
6974,2024-11-28,paper towels,58
6975,2024-11-28,sparkling water,33
6976,2024-11-28,usb c cable,16
6977,2024-11-28,coffee,49
6978,2024-11-28,sunscreen,60
6979,2024-11-28,instant noodles,45
6980,2024-11-28,laundry detergent,43
6981,2024-11-29,energy drinks,62
6982,2024-11-29,phone charger,76
6983,2024-11-29,protein snacks,42
6984,2024-11-29,paper towels,75
6985,2024-11-29,sparkling water,63
6986,2024-11-29,usb c cable,74
6987,2024-11-29,coffee,78
6988,2024-11-29,sunscreen,49
6989,2024-11-29,instant noodles,73
6990,2024-11-29,laundry detergent,19
6991,2024-11-30,energy drinks,23
6992,2024-11-30,phone charger,60
6993,2024-11-30,protein snacks,10
6994,2024-11-30,paper towels,34
6995,2024-11-30,sparkling water,31
6996,2024-11-30,usb c cable,45
6997,2024-11-30,coffee,36
6998,2024-11-30,sunscreen,30
6999,2024-11-30,instant noodles,40
7000,2024-11-30,laundry detergent,15
7001,2024-12-01,energy drinks,61
7002,2024-12-01,phone charger,17
7003,2024-12-01,protein snacks,71
7004,2024-12-01,paper towels,23
7005,2024-12-01,sparkling water,49
7006,2024-12-01,usb c cable,44
7007,2024-12-01,coffee,51
7008,2024-12-01,sunscreen,73
7009,2024-12-01,instant noodles,19
7010,2024-12-01,laundry detergent,25
7011,2024-12-02,energy drinks,22
7012,2024-12-02,phone charger,59
7013,2024-12-02,protein snacks,76
7014,2024-12-02,paper towels,50
7015,2024-12-02,sparkling water,47
7016,2024-12-02,usb c cable,76
7017,2024-12-02,coffee,77
7018,2024-12-02,sunscreen,36
7019,2024-12-02,instant noodles,40
7020,2024-12-02,laundry detergent,55
7021,2024-12-03,energy drinks,51
7022,2024-12-03,phone charger,58
7023,2024-12-03,protein snacks,53
7024,2024-12-03,paper towels,49
7025,2024-12-03,sparkling water,46
7026,2024-12-03,usb c cable,11
7027,2024-12-03,coffee,113
7028,2024-12-03,sunscreen,72
7029,2024-12-03,instant noodles,30
7030,2024-12-03,laundry detergent,58
7031,2024-12-04,energy drinks,23
7032,2024-12-04,phone charger,31
7033,2024-12-04,protein snacks,31
7034,2024-12-04,paper towels,55
7035,2024-12-04,sparkling water,39
7036,2024-12-04,usb c cable,30
7037,2024-12-04,coffee,64
7038,2024-12-04,sunscreen,70
7039,2024-12-04,instant noodles,47
7040,2024-12-04,laundry detergent,33
7041,2024-12-05,energy drinks,73
7042,2024-12-05,phone charger,29
7043,2024-12-05,protein snacks,74
7044,2024-12-05,paper towels,60
7045,2024-12-05,sparkling water,66
7046,2024-12-05,usb c cable,42
7047,2024-12-05,coffee,90
7048,2024-12-05,sunscreen,70
7049,2024-12-05,instant noodles,89
7050,2024-12-05,laundry detergent,41
7051,2024-12-06,energy drinks,13
7052,2024-12-06,phone charger,74
7053,2024-12-06,protein snacks,39
7054,2024-12-06,paper towels,16
7055,2024-12-06,sparkling water,76
7056,2024-12-06,usb c cable,79
7057,2024-12-06,coffee,58
7058,2024-12-06,sunscreen,46
7059,2024-12-06,instant noodles,112
7060,2024-12-06,laundry detergent,31
7061,2024-12-07,energy drinks,11
7062,2024-12-07,phone charger,15
7063,2024-12-07,protein snacks,47
7064,2024-12-07,paper towels,136
7065,2024-12-07,sparkling water,43
7066,2024-12-07,usb c cable,61
7067,2024-12-07,coffee,26
7068,2024-12-07,sunscreen,68
7069,2024-12-07,instant noodles,69
7070,2024-12-07,laundry detergent,19
7071,2024-12-08,energy drinks,39
7072,2024-12-08,phone charger,42
7073,2024-12-08,protein snacks,77
7074,2024-12-08,paper towels,67
7075,2024-12-08,sparkling water,34
7076,2024-12-08,usb c cable,24
7077,2024-12-08,coffee,25
7078,2024-12-08,sunscreen,52
7079,2024-12-08,instant noodles,99
7080,2024-12-08,laundry detergent,64
7081,2024-12-09,energy drinks,12
7082,2024-12-09,phone charger,19
7083,2024-12-09,protein snacks,33
7084,2024-12-09,paper towels,89
7085,2024-12-09,sparkling water,75
7086,2024-12-09,usb c cable,19
7087,2024-12-09,coffee,77
7088,2024-12-09,sunscreen,78
7089,2024-12-09,instant noodles,93
7090,2024-12-09,laundry detergent,31
7091,2024-12-10,energy drinks,59
7092,2024-12-10,phone charger,17
7093,2024-12-10,protein snacks,21
7094,2024-12-10,paper towels,47
7095,2024-12-10,sparkling water,47
7096,2024-12-10,usb c cable,35
7097,2024-12-10,coffee,27
7098,2024-12-10,sunscreen,60
7099,2024-12-10,instant noodles,52
7100,2024-12-10,laundry detergent,24
7101,2024-12-11,energy drinks,51
7102,2024-12-11,phone charger,30
7103,2024-12-11,protein snacks,36
7104,2024-12-11,paper towels,122
7105,2024-12-11,sparkling water,21
7106,2024-12-11,usb c cable,33
7107,2024-12-11,coffee,71
7108,2024-12-11,sunscreen,79
7109,2024-12-11,instant noodles,50
7110,2024-12-11,laundry detergent,23
7111,2024-12-12,energy drinks,65
7112,2024-12-12,phone charger,11
7113,2024-12-12,protein snacks,78
7114,2024-12-12,paper towels,45
7115,2024-12-12,sparkling water,74
7116,2024-12-12,usb c cable,13
7117,2024-12-12,coffee,86
7118,2024-12-12,sunscreen,74
7119,2024-12-12,instant noodles,116
7120,2024-12-12,laundry detergent,52
7121,2024-12-13,energy drinks,47
7122,2024-12-13,phone charger,38
7123,2024-12-13,protein snacks,78
7124,2024-12-13,paper towels,73
7125,2024-12-13,sparkling water,15
7126,2024-12-13,usb c cable,45
7127,2024-12-13,coffee,98
7128,2024-12-13,sunscreen,36
7129,2024-12-13,instant noodles,13
7130,2024-12-13,laundry detergent,79
