calendar_date,year,month,day_of_week,season,is_weekend,is_holiday,temperature
2025-10-29,2025,10,Wednesday,Fall,0,0,57
2025-10-30,2025,10,Thursday,Fall,0,0,59
2025-10-31,2025,10,Friday,Fall,0,0,51
2025-11-01,2025,11,Saturday,Fall,1,0,66
2025-11-02,2025,11,Sunday,Fall,1,0,46
2025-11-03,2025,11,Monday,Fall,0,0,44
2025-11-04,2025,11,Tuesday,Fall,0,0,56
2025-11-05,2025,11,Wednesday,Fall,0,0,62
2025-11-06,2025,11,Thursday,Fall,0,0,66
2025-11-07,2025,11,Friday,Fall,0,0,51
2025-11-08,2025,11,Saturday,Fall,1,0,62
2025-11-09,2025,11,Sunday,Fall,1,0,54
2025-11-10,2025,11,Monday,Fall,0,0,53
2025-11-11,2025,11,Tuesday,Fall,0,0,61
2025-11-12,2025,11,Wednesday,Fall,0,0,59
2025-11-13,2025,11,Thursday,Fall,0,0,43
2025-11-14,2025,11,Friday,Fall,0,0,65
2025-11-15,2025,11,Saturday,Fall,1,0,64
2025-11-16,2025,11,Sunday,Fall,1,0,50
2025-11-17,2025,11,Monday,Fall,0,0,57
2025-11-18,2025,11,Tuesday,Fall,0,0,58
2025-11-19,2025,11,Wednesday,Fall,0,0,56
2025-11-20,2025,11,Thursday,Fall,0,0,51
2025-11-21,2025,11,Friday,Fall,0,0,50
2025-11-22,2025,11,Saturday,Fall,1,0,54
2025-11-23,2025,11,Sunday,Fall,1,0,63
2025-11-24,2025,11,Monday,Fall,0,0,58
2025-11-25,2025,11,Tuesday,Fall,0,0,52
2025-11-26,2025,11,Wednesday,Fall,0,0,60
2025-11-27,2025,11,Thursday,Fall,0,1,35
2025-11-28,2025,11,Friday,Fall,0,0,63
2025-11-29,2025,11,Saturday,Fall,1,0,42
2025-11-30,2025,11,Sunday,Fall,1,0,52
2025-12-01,2025,12,Monday,Winter,0,0,34
2025-12-02,2025,12,Tuesday,Winter,0,0,32
2025-12-03,2025,12,Wednesday,Winter,0,0,50
2025-12-04,2025,12,Thursday,Winter,0,0,38
2025-12-05,2025,12,Friday,Winter,0,0,44
2025-12-06,2025,12,Saturday,Winter,1,0,41
2025-12-07,2025,12,Sunday,Winter,1,0,45
2025-12-08,2025,12,Monday,Winter,0,0,42
2025-12-09,2025,12,Tuesday,Winter,0,0,33
2025-12-10,2025,12,Wednesday,Winter,0,0,48
2025-12-11,2025,12,Thursday,Winter,0,0,38
2025-12-12,2025,12,Friday,Winter,0,0,31
2025-12-13,2025,12,Saturday,Winter,1,0,39
2025-12-14,2025,12,Sunday,Winter,1,0,52
2025-12-15,2025,12,Monday,Winter,0,0,47
2025-12-16,2025,12,Tuesday,Winter,0,0,39
2025-12-17,2025,12,Wednesday,Winter,0,0,39
2025-12-18,2025,12,Thursday,Winter,0,0,39
2025-12-19,2025,12,Friday,Winter,0,0,56
2025-12-20,2025,12,Saturday,Winter,1,0,44
2025-12-21,2025,12,Sunday,Winter,1,0,45
2025-12-22,2025,12,Monday,Winter,0,0,49
2025-12-23,2025,12,Tuesday,Winter,0,0,43
2025-12-24,2025,12,Wednesday,Winter,0,0,40
2025-12-25,2025,12,Thursday,Winter,0,1,40
2025-12-26,2025,12,Friday,Winter,0,0,41
2025-12-27,2025,12,Saturday,Winter,1,0,41
2025-12-28,2025,12,Sunday,Winter,1,0,47
2025-12-29,2025,12,Monday,Winter,0,0,42
2025-12-30,2025,12,Tuesday,Winter,0,0,47
2025-12-31,2025,12,Wednesday,Winter,0,0,41
