sale_id,sale_date,customer_id,product_id,quantity_sold,revenue,gross_profit,payment_method
9794,2024-04-11,307,11,22,219.78,98.78,Cash
9795,2024-04-11,337,13,20,179.8,89.8,Mobile Wallet
9796,2024-04-11,757,16,23,206.77,117.07,Card
9797,2024-04-11,38,18,55,164.45,103.95,Mobile Wallet
9798,2024-04-11,6,15,41,184.09,112.34,Card
9799,2024-04-11,817,22,4,99.96,61.96,Mobile Wallet
9800,2024-04-11,329,19,9,116.91,76.41,Cash
9801,2024-04-11,780,21,5,99.95,67.45,Card
9802,2024-04-11,1195,26,23,252.77,132.02,Mobile Wallet
9803,2024-04-11,323,23,109,195.11,124.26,Card
9804,2024-04-11,607,24,41,245.59,130.79,Cash
9805,2024-04-11,839,29,10,109.9,67.9,Mobile Wallet
9806,2024-04-11,1337,28,24,83.76,53.76,Card
9807,2024-04-11,1862,27,11,98.89,60.39,Card
9808,2024-04-12,707,1,112,390.88,189.28,Cash
9809,2024-04-12,2275,2,55,384.45,175.45,Card
9810,2024-04-12,1571,5,110,361.9,185.9,Card
9811,2024-04-12,728,9,67,300.83,160.13,Card
9812,2024-04-12,1933,7,134,373.86,213.06,Card
9813,2024-04-12,1928,6,55,301.95,153.45,Card
9814,2024-04-12,1094,13,26,233.74,116.74,Card
9815,2024-04-12,1930,12,16,207.84,99.04,Card
9816,2024-04-12,2131,14,48,191.52,100.32,Card
9817,2024-04-12,1159,15,57,255.93,156.18,Mobile Wallet
9818,2024-04-12,631,18,83,248.17,156.87,Mobile Wallet
9819,2024-04-12,1960,17,40,219.6,131.6,Card
9820,2024-04-12,1242,22,6,149.94,92.94,Cash
9821,2024-04-12,2304,19,12,155.88,101.88,Mobile Wallet
9822,2024-04-12,820,21,6,119.94,80.94,Card
9823,2024-04-12,107,24,44,263.56,140.36,Card
9824,2024-04-12,1567,25,33,329.67,177.87,Card
9825,2024-04-12,2130,26,22,241.78,126.28,Card
9826,2024-04-12,1497,28,26,90.74,58.24,Cash
9827,2024-04-12,795,29,10,109.9,67.9,Card
9828,2024-04-12,1952,30,24,107.76,71.76,Mobile Wallet
9829,2024-04-13,826,4,37,314.13,158.73,Mobile Wallet
9830,2024-04-13,2421,2,39,272.61,124.41,Card
9831,2024-04-13,1255,1,91,317.59,153.79,Cash
9832,2024-04-13,1346,6,58,318.42,161.82,Cash
9833,2024-04-13,674,7,113,315.27,179.67,Card
9834,2024-04-13,2188,9,63,282.87,150.57,Mobile Wallet
9835,2024-04-13,761,11,23,229.77,103.27,Card
9836,2024-04-13,1910,12,20,259.8,123.8,Card
9837,2024-04-13,1738,14,68,271.32,142.12,Card
9838,2024-04-13,2380,16,20,179.8,101.8,Mobile Wallet
9839,2024-04-13,1718,15,49,220.01,134.26,Cash
9840,2024-04-13,1114,18,71,212.29,134.19,Card
9841,2024-04-13,1932,22,5,124.95,77.45,Mobile Wallet
9842,2024-04-13,1295,21,7,139.93,94.43,Cash
9843,2024-04-13,1842,20,19,151.81,111.91,Cash
9844,2024-04-13,1738,24,39,233.61,124.41,Cash
9845,2024-04-13,88,26,25,274.75,143.5,Cash
9846,2024-04-13,2495,25,21,209.79,113.19,Card
9847,2024-04-13,637,28,28,97.72,62.72,Cash
9848,2024-04-13,794,30,25,112.25,74.75,Card
9849,2024-04-13,1866,29,10,109.9,67.9,Card
9850,2024-04-14,1126,2,44,307.56,140.36,Cash
9851,2024-04-14,2453,4,36,305.64,154.44,Card
9852,2024-04-14,1612,3,44,351.56,153.56,Card
9853,2024-04-14,1842,7,105,292.95,166.95,Mobile Wallet
9854,2024-04-14,272,8,142,282.58,161.88,Mobile Wallet
9855,2024-04-14,758,6,59,323.91,164.61,Card
9856,2024-04-14,921,14,61,243.39,127.49,Card
9857,2024-04-14,1887,13,26,233.74,116.74,Mobile Wallet
9858,2024-04-14,1327,11,28,279.72,125.72,Cash
9859,2024-04-14,198,15,41,184.09,112.34,Cash
9860,2024-04-14,1979,17,35,192.15,115.15,Card
9861,2024-04-14,994,16,21,188.79,106.89,Card
9862,2024-04-14,1412,19,10,129.9,84.9,Card
9863,2024-04-14,937,22,6,149.94,92.94,Card
9864,2024-04-14,142,21,8,159.92,107.92,Mobile Wallet
9865,2024-04-14,1253,25,25,249.75,134.75,Cash
9866,2024-04-14,208,26,26,285.74,149.24,Mobile Wallet
9867,2024-04-14,718,23,157,281.03,178.98,Mobile Wallet
9868,2024-04-14,1823,29,8,87.92,54.32,Mobile Wallet
9869,2024-04-14,2164,30,23,103.27,68.77,Card
9870,2024-04-14,4,28,26,90.74,58.24,Card
9871,2024-04-15,2031,4,33,280.17,141.57,Card
9872,2024-04-15,1436,5,117,384.93,197.73,Card
9873,2024-04-15,1735,3,30,239.7,104.7,Card
9874,2024-04-15,1869,7,107,298.53,170.13,Card
9875,2024-04-15,1471,10,70,279.3,156.8,Mobile Wallet
9876,2024-04-15,14,8,188,374.12,214.32,Card
9877,2024-04-15,2406,13,24,215.76,107.76,Card
9878,2024-04-15,897,11,25,249.75,112.25,Card
9879,2024-04-15,2011,14,56,223.44,117.04,Card
9880,2024-04-15,1846,15,51,228.99,139.74,Mobile Wallet
9881,2024-04-15,541,16,22,197.78,111.98,Card
9882,2024-04-15,1419,17,39,214.11,128.31,Mobile Wallet
9883,2024-04-15,694,19,10,129.9,84.9,Card
9884,2024-04-15,94,20,19,151.81,111.91,Card
9885,2024-04-15,53,21,6,119.94,80.94,Card
9886,2024-04-15,2109,25,32,319.68,172.48,Card
9887,2024-04-15,760,23,145,259.55,165.3,Mobile Wallet
9888,2024-04-15,916,26,25,274.75,143.5,Card
9889,2024-04-15,1893,29,9,98.91,61.11,Card
9890,2024-04-15,1998,30,15,67.35,44.85,Cash
9891,2024-04-15,594,28,29,101.21,64.96,Mobile Wallet
9892,2024-04-16,1407,2,48,335.52,153.12,Cash
9893,2024-04-16,88,1,78,272.22,131.82,Card
9894,2024-04-16,1089,5,99,325.71,167.31,Card
9895,2024-04-16,11,7,100,279.0,159.0,Card
9896,2024-04-16,2467,8,100,199.0,114.0,Card
9897,2024-04-16,170,10,75,299.25,168.0,Card
9898,2024-04-16,1537,13,16,143.84,71.84,Mobile Wallet
9899,2024-04-16,2195,12,12,155.88,74.28,Card
9900,2024-04-16,2418,14,51,203.49,106.59,Cash
9901,2024-04-16,1130,18,71,212.29,134.19,Card
9902,2024-04-16,1474,16,18,161.82,91.62,Cash
9903,2024-04-16,2414,17,37,203.13,121.73,Card
9904,2024-04-16,2142,22,4,99.96,61.96,Mobile Wallet
9905,2024-04-16,1700,19,9,116.91,76.41,Card
9906,2024-04-16,647,21,6,119.94,80.94,Card
9907,2024-04-16,335,23,157,281.03,178.98,Card
9908,2024-04-16,1698,24,38,227.62,121.22,Card
9909,2024-04-16,411,25,25,249.75,134.75,Card
9910,2024-04-16,568,27,11,98.89,60.39,Cash
9911,2024-04-16,1539,30,15,67.35,44.85,Card
9912,2024-04-16,761,28,27,94.23,60.48,Card
9913,2024-04-17,2172,2,42,293.58,133.98,Card
9914,2024-04-17,1102,4,32,271.68,137.28,Card
9915,2024-04-17,2117,3,39,311.61,136.11,Card
9916,2024-04-17,1111,8,129,256.71,147.06,Cash
9917,2024-04-17,766,6,52,285.48,145.08,Mobile Wallet
9918,2024-04-17,1900,10,55,219.45,123.2,Cash
9919,2024-04-17,531,13,21,188.79,94.29,Card
9920,2024-04-17,2181,11,25,249.75,112.25,Mobile Wallet
9921,2024-04-17,1980,12,15,194.85,92.85,Card
9922,2024-04-17,615,17,38,208.62,125.02,Card
9923,2024-04-17,1843,16,23,206.77,117.07,Cash
9924,2024-04-17,475,15,26,116.74,71.24,Cash
9925,2024-04-17,1249,20,19,151.81,111.91,Card
9926,2024-04-17,278,21,7,139.93,94.43,Card
9927,2024-04-17,1045,22,5,124.95,77.45,Card
9928,2024-04-17,744,23,110,196.9,125.4,Card
9929,2024-04-17,993,26,26,285.74,149.24,Card
9930,2024-04-17,2493,25,23,229.77,123.97,Cash
9931,2024-04-17,804,27,10,89.9,54.9,Cash
9932,2024-04-17,298,29,8,87.92,54.32,Card
9933,2024-04-17,782,30,20,89.8,59.8,Card
9934,2024-04-18,1275,1,102,355.98,172.38,Card
9935,2024-04-18,812,5,121,398.09,204.49,Cash
9936,2024-04-18,1422,4,49,416.01,210.21,Card
9937,2024-04-18,294,8,147,292.53,167.58,Card
9938,2024-04-18,1208,6,51,279.99,142.29,Cash
9939,2024-04-18,2084,7,126,351.54,200.34,Cash
9940,2024-04-18,987,13,20,179.8,89.8,Mobile Wallet
9941,2024-04-18,299,11,24,239.76,107.76,Card
9942,2024-04-18,2186,14,47,187.53,98.23,Mobile Wallet
9943,2024-04-18,964,15,43,193.07,117.82,Card
9944,2024-04-18,852,18,77,230.23,145.53,Cash
9945,2024-04-18,1068,16,23,206.77,117.07,Card
9946,2024-04-18,2191,22,5,124.95,77.45,Mobile Wallet
9947,2024-04-18,1823,21,5,99.95,67.45,Mobile Wallet
9948,2024-04-18,1537,20,16,127.84,94.24,Card
9949,2024-04-18,119,25,31,309.69,167.09,Mobile Wallet
9950,2024-04-18,354,23,134,239.86,152.76,Card
9951,2024-04-18,1341,26,14,153.86,80.36,Cash
9952,2024-04-18,2414,29,6,65.94,40.74,Mobile Wallet
9953,2024-04-18,232,30,19,85.31,56.81,Card
9954,2024-04-18,1479,27,11,98.89,60.39,Mobile Wallet
9955,2024-04-19,621,5,95,312.55,160.55,Mobile Wallet
9956,2024-04-19,1133,2,48,335.52,153.12,Cash
9957,2024-04-19,955,4,29,246.21,124.41,Card
9958,2024-04-19,2352,8,128,254.72,145.92,Card
9959,2024-04-19,2238,6,47,258.03,131.13,Card
9960,2024-04-19,2110,9,77,345.73,184.03,Card
9961,2024-04-19,175,11,19,189.81,85.31,Cash
9962,2024-04-19,233,12,13,168.87,80.47,Mobile Wallet
9963,2024-04-19,825,14,57,227.43,119.13,Cash
9964,2024-04-19,1920,17,41,225.09,134.89,Card
9965,2024-04-19,97,18,59,176.41,111.51,Card
9966,2024-04-19,1551,16,23,206.77,117.07,Cash
9967,2024-04-19,535,19,10,129.9,84.9,Cash
9968,2024-04-19,784,21,6,119.94,80.94,Card
9969,2024-04-19,1317,20,19,151.81,111.91,Card
9970,2024-04-19,1242,24,42,251.58,133.98,Mobile Wallet
9971,2024-04-19,2303,25,29,289.71,156.31,Cash
9972,2024-04-19,288,26,23,252.77,132.02,Card
9973,2024-04-19,1896,29,6,65.94,40.74,Cash
9974,2024-04-19,809,27,10,89.9,54.9,Card
9975,2024-04-19,2483,28,24,83.76,53.76,Card
9976,2024-04-20,2131,4,43,365.07,184.47,Card
9977,2024-04-20,871,2,60,419.4,191.4,Card
9978,2024-04-20,229,1,125,436.25,211.25,Card
9979,2024-04-20,1639,6,53,290.97,147.87,Mobile Wallet
9980,2024-04-20,1547,7,88,245.52,139.92,Card
9981,2024-04-20,2145,9,64,287.36,152.96,Card
9982,2024-04-20,416,14,59,235.41,123.31,Mobile Wallet
9983,2024-04-20,1395,12,18,233.82,111.42,Card
9984,2024-04-20,1459,13,27,242.73,121.23,Card
9985,2024-04-20,2188,16,18,161.82,91.62,Mobile Wallet
9986,2024-04-20,432,17,41,225.09,134.89,Mobile Wallet
9987,2024-04-20,742,15,40,179.6,109.6,Mobile Wallet
9988,2024-04-20,867,20,18,143.82,106.02,Mobile Wallet
9989,2024-04-20,2078,19,14,181.86,118.86,Card
9990,2024-04-20,828,22,6,149.94,92.94,Card
9991,2024-04-20,2038,24,59,353.41,188.21,Card
9992,2024-04-20,1617,25,32,319.68,172.48,Card
9993,2024-04-20,165,23,199,356.21,226.86,Mobile Wallet
9994,2024-04-20,2001,29,8,87.92,54.32,Card
9995,2024-04-20,2471,30,26,116.74,77.74,Card
9996,2024-04-20,1733,28,29,101.21,64.96,Card
9997,2024-04-21,1316,4,50,424.5,214.5,Card
9998,2024-04-21,597,5,123,404.67,207.87,Cash
9999,2024-04-21,1909,1,114,397.86,192.66,Card
10000,2024-04-21,654,6,60,329.4,167.4,Card
10001,2024-04-21,1656,10,81,323.19,181.44,Cash
10002,2024-04-21,2028,7,121,337.59,192.39,Cash
10003,2024-04-21,1871,13,26,233.74,116.74,Mobile Wallet
10004,2024-04-21,2012,12,17,220.83,105.23,Card
10005,2024-04-21,458,11,14,139.86,62.86,Card
10006,2024-04-21,730,17,30,164.7,98.7,Mobile Wallet
10007,2024-04-21,2323,15,44,197.56,120.56,Cash
10008,2024-04-21,2103,18,65,194.35,122.85,Card
10009,2024-04-21,401,20,15,119.85,88.35,Card
10010,2024-04-21,2008,22,4,99.96,61.96,Cash
10011,2024-04-21,1683,21,6,119.94,80.94,Card
10012,2024-04-21,1102,26,27,296.73,154.98,Cash
10013,2024-04-21,361,24,36,215.64,114.84,Mobile Wallet
10014,2024-04-21,1296,23,175,313.25,199.5,Card
10015,2024-04-21,572,29,9,98.91,61.11,Card
10016,2024-04-21,2201,28,30,104.7,67.2,Card
10017,2024-04-21,925,30,26,116.74,77.74,Card
10018,2024-04-22,1386,1,91,317.59,153.79,Cash
10019,2024-04-22,1272,3,41,327.59,143.09,Mobile Wallet
10020,2024-04-22,1434,5,94,309.26,158.86,Card
10021,2024-04-22,868,9,71,318.79,169.69,Cash
10022,2024-04-22,89,8,133,264.67,151.62,Mobile Wallet
10023,2024-04-22,1868,7,121,337.59,192.39,Mobile Wallet
10024,2024-04-22,1434,13,27,242.73,121.23,Mobile Wallet
10025,2024-04-22,437,11,21,209.79,94.29,Cash
10026,2024-04-22,1054,12,19,246.81,117.61,Card
10027,2024-04-22,659,17,41,225.09,134.89,Card
10028,2024-04-22,1572,18,71,212.29,134.19,Card
10029,2024-04-22,390,16,22,197.78,111.98,Cash
10030,2024-04-22,1111,22,6,149.94,92.94,Cash
10031,2024-04-22,1401,21,8,159.92,107.92,Cash
10032,2024-04-22,2036,19,13,168.87,110.37,Card
10033,2024-04-22,539,23,135,241.65,153.9,Cash
10034,2024-04-22,1353,26,21,230.79,120.54,Cash
10035,2024-04-22,2050,24,35,209.65,111.65,Card
10036,2024-04-22,1481,29,7,76.93,47.53,Card
10037,2024-04-22,686,30,18,80.82,53.82,Card
10038,2024-04-22,483,28,25,87.25,56.0,Card
10039,2024-04-23,498,4,39,331.11,167.31,Card
10040,2024-04-23,855,1,89,310.61,150.41,Card
10041,2024-04-23,2231,3,34,271.66,118.66,Card
10042,2024-04-23,175,10,83,331.17,185.92,Card
10043,2024-04-23,208,6,56,307.44,156.24,Mobile Wallet
10044,2024-04-23,1789,9,72,323.28,172.08,Card
10045,2024-04-23,708,12,18,233.82,111.42,Card
10046,2024-04-23,341,14,62,247.38,129.58,Card
10047,2024-04-23,1170,13,24,215.76,107.76,Card
10048,2024-04-23,1139,17,37,203.13,121.73,Card
10049,2024-04-23,583,16,27,242.73,137.43,Card
10050,2024-04-23,934,15,45,202.05,123.3,Mobile Wallet
10051,2024-04-23,1370,19,10,129.9,84.9,Card
10052,2024-04-23,2266,21,6,119.94,80.94,Card
10053,2024-04-23,282,22,4,99.96,61.96,Card
10054,2024-04-23,1963,26,23,252.77,132.02,Mobile Wallet
10055,2024-04-23,2432,23,111,198.69,126.54,Card
10056,2024-04-23,2410,25,28,279.72,150.92,Card
10057,2024-04-23,2436,29,10,109.9,67.9,Card
10058,2024-04-23,467,28,29,101.21,64.96,Cash
10059,2024-04-23,813,27,12,107.88,65.88,Card
10060,2024-04-24,1727,5,111,365.19,187.59,Mobile Wallet
10061,2024-04-24,1983,1,83,289.67,140.27,Card
10062,2024-04-24,1664,3,41,327.59,143.09,Mobile Wallet
10063,2024-04-24,1980,7,99,276.21,157.41,Card
10064,2024-04-24,1853,9,64,287.36,152.96,Cash
10065,2024-04-24,1331,10,73,291.27,163.52,Cash
10066,2024-04-24,2045,11,22,219.78,98.78,Mobile Wallet
10067,2024-04-24,2219,13,22,197.78,98.78,Card
10068,2024-04-24,258,12,15,194.85,92.85,Cash
10069,2024-04-24,2467,15,53,237.97,145.22,Card
10070,2024-04-24,1476,18,72,215.28,136.08,Mobile Wallet
10071,2024-04-24,2370,16,22,197.78,111.98,Card
10072,2024-04-24,2163,20,20,159.8,117.8,Cash
10073,2024-04-24,1003,19,8,103.92,67.92,Card
10074,2024-04-24,2258,22,5,124.95,77.45,Card
10075,2024-04-24,1562,23,126,225.54,143.64,Cash
10076,2024-04-24,2155,26,26,285.74,149.24,Cash
10077,2024-04-24,864,25,25,249.75,134.75,Cash
10078,2024-04-24,537,29,6,65.94,40.74,Card
10079,2024-04-24,1839,28,23,80.27,51.52,Card
10080,2024-04-24,311,30,16,71.84,47.84,Card
10081,2024-04-25,2247,2,50,349.5,159.5,Card
10082,2024-04-25,859,3,34,271.66,118.66,Cash
10083,2024-04-25,778,4,38,322.62,163.02,Card
10084,2024-04-25,1030,10,76,303.24,170.24,Mobile Wallet
10085,2024-04-25,393,7,104,290.16,165.36,Card
10086,2024-04-25,484,9,78,350.22,186.42,Mobile Wallet
10087,2024-04-25,389,12,13,168.87,80.47,Card
10088,2024-04-25,2249,11,24,239.76,107.76,Mobile Wallet
10089,2024-04-25,873,14,60,239.4,125.4,Mobile Wallet
10090,2024-04-25,141,17,39,214.11,128.31,Card
10091,2024-04-25,1095,18,52,155.48,98.28,Card
10092,2024-04-25,1076,16,19,170.81,96.71,Card
10093,2024-04-25,1588,19,10,129.9,84.9,Card
10094,2024-04-25,350,22,5,124.95,77.45,Card
10095,2024-04-25,2103,21,7,139.93,94.43,Card
10096,2024-04-25,377,25,24,239.76,129.36,Card
10097,2024-04-25,2435,23,139,248.81,158.46,Card
10098,2024-04-25,1774,24,35,209.65,111.65,Card
10099,2024-04-25,2219,29,7,76.93,47.53,Card
10100,2024-04-25,409,30,17,76.33,50.83,Cash
10101,2024-04-25,57,28,18,62.82,40.32,Card
10102,2024-04-26,1068,3,44,351.56,153.56,Card
10103,2024-04-26,2416,5,112,368.48,189.28,Cash
10104,2024-04-26,2379,1,78,272.22,131.82,Card
10105,2024-04-26,551,9,66,296.34,157.74,Mobile Wallet
10106,2024-04-26,339,8,152,302.48,173.28,Cash
10107,2024-04-26,1264,6,68,373.32,189.72,Mobile Wallet
10108,2024-04-26,659,12,15,194.85,92.85,Card
10109,2024-04-26,466,13,25,224.75,112.25,Card
10110,2024-04-26,504,14,52,207.48,108.68,Cash
10111,2024-04-26,2127,18,64,191.36,120.96,Cash
10112,2024-04-26,419,15,54,242.46,147.96,Mobile Wallet
10113,2024-04-26,2214,16,25,224.75,127.25,Card
10114,2024-04-26,1277,20,20,159.8,117.8,Card
10115,2024-04-26,1513,19,9,116.91,76.41,Mobile Wallet
10116,2024-04-26,1287,22,4,99.96,61.96,Mobile Wallet
10117,2024-04-26,855,26,22,241.78,126.28,Card
10118,2024-04-26,1132,24,43,257.57,137.17,Mobile Wallet
10119,2024-04-26,467,25,28,279.72,150.92,Mobile Wallet
10120,2024-04-26,1479,27,11,98.89,60.39,Card
10121,2024-04-26,1051,28,23,80.27,51.52,Card
10122,2024-04-26,533,30,18,80.82,53.82,Cash
10123,2024-04-27,2238,3,58,463.42,202.42,Mobile Wallet
10124,2024-04-27,1300,2,57,398.43,181.83,Cash
10125,2024-04-27,1807,5,128,421.12,216.32,Mobile Wallet
10126,2024-04-27,1117,9,88,395.12,210.32,Mobile Wallet
10127,2024-04-27,2290,7,127,354.33,201.93,Card
10128,2024-04-27,1449,6,57,312.93,159.03,Mobile Wallet
10129,2024-04-27,542,14,59,235.41,123.31,Card
10130,2024-04-27,1280,11,30,299.7,134.7,Card
10131,2024-04-27,1766,13,30,269.7,134.7,Card
10132,2024-04-27,146,18,63,188.37,119.07,Card
10133,2024-04-27,1821,15,43,193.07,117.82,Cash
10134,2024-04-27,2237,16,26,233.74,132.34,Card
10135,2024-04-27,1988,21,7,139.93,94.43,Card
10136,2024-04-27,2120,19,13,168.87,110.37,Mobile Wallet
10137,2024-04-27,1306,20,22,175.78,129.58,Card
10138,2024-04-27,338,24,53,317.47,169.07,Cash
10139,2024-04-27,1108,23,142,254.18,161.88,Card
10140,2024-04-27,1204,26,31,340.69,177.94,Card
10141,2024-04-27,670,30,28,125.72,83.72,Card
10142,2024-04-27,2312,28,27,94.23,60.48,Card
10143,2024-04-27,1635,27,10,89.9,54.9,Card
10144,2024-04-28,338,2,65,454.35,207.35,Cash
10145,2024-04-28,1146,4,39,331.11,167.31,Card
10146,2024-04-28,36,3,54,431.46,188.46,Mobile Wallet
10147,2024-04-28,309,6,68,373.32,189.72,Card
10148,2024-04-28,676,9,63,282.87,150.57,Mobile Wallet
10149,2024-04-28,1513,10,69,275.31,154.56,Card
10150,2024-04-28,1271,13,21,188.79,94.29,Mobile Wallet
10151,2024-04-28,2078,11,21,209.79,94.29,Cash
10152,2024-04-28,221,12,19,246.81,117.61,Mobile Wallet
10153,2024-04-28,1391,18,72,215.28,136.08,Cash
10154,2024-04-28,191,17,31,170.19,101.99,Card
10155,2024-04-28,1158,15,46,206.54,126.04,Cash
10156,2024-04-28,2006,20,21,167.79,123.69,Card
10157,2024-04-28,2001,21,7,139.93,94.43,Card
10158,2024-04-28,1504,19,12,155.88,101.88,Card
10159,2024-04-28,710,25,29,289.71,156.31,Card
10160,2024-04-28,335,24,44,263.56,140.36,Mobile Wallet
10161,2024-04-28,868,26,31,340.69,177.94,Card
10162,2024-04-28,666,28,33,115.17,73.92,Card
10163,2024-04-28,2159,27,11,98.89,60.39,Card
10164,2024-04-28,1495,29,11,120.89,74.69,Card
10165,2024-04-29,254,2,35,244.65,111.65,Mobile Wallet
10166,2024-04-29,1124,3,31,247.69,108.19,Mobile Wallet
10167,2024-04-29,2205,5,90,296.1,152.1,Card
10168,2024-04-29,1073,8,142,282.58,161.88,Cash
10169,2024-04-29,751,9,52,233.48,124.28,Mobile Wallet
10170,2024-04-29,1461,7,103,287.37,163.77,Card
10171,2024-04-29,387,12,17,220.83,105.23,Mobile Wallet
10172,2024-04-29,366,14,56,223.44,117.04,Card
10173,2024-04-29,1796,13,18,161.82,80.82,Cash
10174,2024-04-29,2027,16,19,170.81,96.71,Cash
10175,2024-04-29,28,17,39,214.11,128.31,Card
10176,2024-04-29,1161,18,57,170.43,107.73,Card
10177,2024-04-29,400,21,6,119.94,80.94,Card
10178,2024-04-29,639,20,12,95.88,70.68,Cash
10179,2024-04-29,1503,22,4,99.96,61.96,Cash
10180,2024-04-29,249,25,23,229.77,123.97,Cash
10181,2024-04-29,1125,24,38,227.62,121.22,Mobile Wallet
10182,2024-04-29,518,23,116,207.64,132.24,Cash
10183,2024-04-29,536,29,7,76.93,47.53,Card
10184,2024-04-29,1273,28,29,101.21,64.96,Cash
10185,2024-04-29,2345,30,22,98.78,65.78,Card
10186,2024-04-30,1985,5,72,236.88,121.68,Mobile Wallet
10187,2024-04-30,1511,2,41,286.59,130.79,Card
10188,2024-04-30,1069,1,82,286.18,138.58,Cash
10189,2024-04-30,2299,10,74,295.26,165.76,Card
10190,2024-04-30,2262,9,62,278.38,148.18,Card
10191,2024-04-30,2268,7,102,284.58,162.18,Mobile Wallet
10192,2024-04-30,336,14,43,171.57,89.87,Card
10193,2024-04-30,773,13,22,197.78,98.78,Mobile Wallet
10194,2024-04-30,631,11,21,209.79,94.29,Mobile Wallet
10195,2024-04-30,1732,15,41,184.09,112.34,Cash
10196,2024-04-30,1700,17,28,153.72,92.12,Mobile Wallet
10197,2024-04-30,171,16,22,197.78,111.98,Cash
10198,2024-04-30,996,20,14,111.86,82.46,Mobile Wallet
10199,2024-04-30,1389,19,8,103.92,67.92,Mobile Wallet
10200,2024-04-30,2161,22,4,99.96,61.96,Card
10201,2024-04-30,1930,26,20,219.8,114.8,Cash
10202,2024-04-30,145,24,28,167.72,89.32,Card
10203,2024-04-30,2174,25,22,219.78,118.58,Card
10204,2024-04-30,683,30,21,94.29,62.79,Card
10205,2024-04-30,2285,29,7,76.93,47.53,Mobile Wallet
10206,2024-04-30,1657,27,8,71.92,43.92,Card
10207,2024-05-01,1376,3,39,311.61,136.11,Card
10208,2024-05-01,1000,1,71,247.79,119.99,Card
10209,2024-05-01,2043,2,44,307.56,140.36,Card
10210,2024-05-01,1835,10,69,275.31,154.56,Card
10211,2024-05-01,305,9,64,287.36,152.96,Card
10212,2024-05-01,284,7,111,309.69,176.49,Card
10213,2024-05-01,1469,12,14,181.86,86.66,Mobile Wallet
10214,2024-05-01,557,13,20,179.8,89.8,Card
10215,2024-05-01,630,11,13,129.87,58.37,Card
10216,2024-05-01,202,16,20,179.8,101.8,Card
10217,2024-05-01,1871,18,56,167.44,105.84,Card
10218,2024-05-01,1997,17,31,170.19,101.99,Card
10219,2024-05-01,319,21,7,139.93,94.43,Mobile Wallet
10220,2024-05-01,52,22,4,99.96,61.96,Card
10221,2024-05-01,610,20,15,119.85,88.35,Card
10222,2024-05-01,837,23,127,227.33,144.78,Card
10223,2024-05-01,2178,26,17,186.83,97.58,Cash
10224,2024-05-01,2045,24,38,227.62,121.22,Cash
10225,2024-05-01,1614,27,9,80.91,49.41,Card
10226,2024-05-01,2072,30,17,76.33,50.83,Cash
10227,2024-05-01,202,28,22,76.78,49.28,Card
10228,2024-05-02,1956,4,37,314.13,158.73,Mobile Wallet
10229,2024-05-02,1013,3,39,311.61,136.11,Card
10230,2024-05-02,2270,2,37,258.63,118.03,Card
10231,2024-05-02,376,6,46,252.54,128.34,Card
10232,2024-05-02,658,7,108,301.32,171.72,Mobile Wallet
10233,2024-05-02,617,9,46,206.54,109.94,Card
10234,2024-05-02,1353,14,49,195.51,102.41,Mobile Wallet
10235,2024-05-02,451,11,23,229.77,103.27,Card
10236,2024-05-02,765,12,13,168.87,80.47,Mobile Wallet
10237,2024-05-02,2336,18,60,179.4,113.4,Cash
10238,2024-05-02,1090,15,42,188.58,115.08,Mobile Wallet
10239,2024-05-02,199,17,37,203.13,121.73,Cash
10240,2024-05-02,2142,19,11,142.89,93.39,Mobile Wallet
10241,2024-05-02,318,20,16,127.84,94.24,Cash
10242,2024-05-02,1368,22,6,149.94,92.94,Card
10243,2024-05-02,1945,24,41,245.59,130.79,Card
10244,2024-05-02,1365,23,138,247.02,157.32,Card
10245,2024-05-02,2139,26,20,219.8,114.8,Mobile Wallet
10246,2024-05-02,591,28,25,87.25,56.0,Cash
10247,2024-05-02,224,29,7,76.93,47.53,Cash
10248,2024-05-02,1522,27,9,80.91,49.41,Card
10249,2024-05-03,1938,4,40,339.6,171.6,Card
10250,2024-05-03,2321,3,35,279.65,122.15,Mobile Wallet
10251,2024-05-03,2375,5,89,292.81,150.41,Card
10252,2024-05-03,1541,10,59,235.41,132.16,Card
10253,2024-05-03,308,9,53,237.97,126.67,Cash
10254,2024-05-03,355,6,52,285.48,145.08,Mobile Wallet
10255,2024-05-03,2058,13,18,161.82,80.82,Cash
10256,2024-05-03,1404,14,38,151.62,79.42,Card
10257,2024-05-03,1766,12,13,168.87,80.47,Card
10258,2024-05-03,2314,18,60,179.4,113.4,Card
10259,2024-05-03,1209,17,29,159.21,95.41,Card
10260,2024-05-03,1857,16,16,143.84,81.44,Card
10261,2024-05-03,87,22,6,149.94,92.94,Card
10262,2024-05-03,756,20,18,143.82,106.02,Card
10263,2024-05-03,218,21,6,119.94,80.94,Card
10264,2024-05-03,460,26,19,208.81,109.06,Card
10265,2024-05-03,2137,25,27,269.73,145.53,Card
10266,2024-05-03,2278,23,123,220.17,140.22,Card
10267,2024-05-03,1692,27,7,62.93,38.43,Card
10268,2024-05-03,2255,30,20,89.8,59.8,Card
10269,2024-05-03,2304,29,7,76.93,47.53,Card
10270,2024-05-04,1836,2,58,405.42,185.02,Mobile Wallet
10271,2024-05-04,1807,5,153,503.37,258.57,Card
10272,2024-05-04,487,3,48,383.52,167.52,Card
